FILE	INT	DAT	ALL	ANG	ESP	ITA	USA	NDL	KOR	ISR	IDE
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
INTRO5.TOT	---	---	---	---	---	---	"Mire en la carta de colores
19@9
adjunto al software y escriba
35@18
el número correspondiente
63@27
al campo de color:
8@36
1 - rojo  2 - negro 3 - amarillo
8@45
4 - verde 5 - azul  6 - blanco
8@54
7 - gris  8 - malva"	---	---	Mire en la carta de colores|~$~|19@9|~$~|adjunto al software y escriba|~$~|35@18|~$~|el número correspondiente|~$~|63@27|~$~|al campo de color:|~$~|8@36|~$~|1 - rojo  2 - negro 3 - amarillo|~$~|8@45|~$~|4 - verde 5 - azul  6 - blanco|~$~|8@54|~$~|7 - gris  8 - malva	---
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
INTRO5.TOT	---	---	---	---	---	---	"Consultez la grille de couleurs
3@9
fournie avec le logiciel et tapez
19@18
le chiffre correspondant à la
59@27
couleur de la case:
8@36
1 - rouge   2 - noir   3 - jaune
9@45
4 - vert    5 - bleu   6 - blanc
9@54
7 - gris    8 - mauve"	---	---	Consultez la grille de couleurs|~$~|3@9|~$~|fournie avec le logiciel et tapez|~$~|19@18|~$~|le chiffre correspondant à la|~$~|59@27|~$~|couleur de la case:|~$~|8@36|~$~|1 - rouge   2 - noir   3 - jaune|~$~|9@45|~$~|4 - vert    5 - bleu   6 - blanc|~$~|9@54|~$~|7 - gris    8 - mauve	---
INTRO5.TOT	---	---	---	---	---	---	"Consult the color chart in the
43@9
box and type the number
19@18
corresponding to the color
83@27
of the space:
16@36
1 - red   2 - black  3 - yellow
16@45
4 - green 5 - blue   6 - white
16@54
7 - grey  8 - magenta"	---	---	Consult the color chart in the|~$~|43@9|~$~|box and type the number|~$~|19@18|~$~|corresponding to the color|~$~|83@27|~$~|of the space:|~$~|16@36|~$~|1 - red   2 - black  3 - yellow|~$~|16@45|~$~|4 - green 5 - blue   6 - white|~$~|16@54|~$~|7 - grey  8 - magenta	---
INTRO5.TOT	---	---	---	---	---	---	"Consultate la tabella colori
6@9
contenuta nella scatola e digitate
46@18
il numero corrispondente
102@27
Lo spazio:
32@36
1 - rosso  2 - nero  3 - giallo
32@45
4 - verde  5 - blu   6 - bianco
32@54
7 - grigio 8 - malva"	---	---	Consultate la tabella colori|~$~|6@9|~$~|contenuta nella scatola e digitate|~$~|46@18|~$~|il numero corrispondente|~$~|102@27|~$~|Lo spazio:|~$~|32@36|~$~|1 - rosso  2 - nero  3 - giallo|~$~|32@45|~$~|4 - verde  5 - blu   6 - bianco|~$~|32@54|~$~|7 - grigio 8 - malva	---
INTRO5.TOT	---	---	---	---	---	---	"  
17@11
\x03\x0fWEEN error !"	---	---	  |~$~|17@11|~$~|\x03\x0fWEEN error !	---
INTRO5.TOT	---	---	---	---	---	---	---	---	---	---	---
EMAJ1000.TOT	---	---	---	---	---	---	"As soon as you've put the straw and the
4@8
wood in the hearth, I'll light the fire
108@16
as my thanks to you."	---	---	As soon as you've put the straw and the|~$~|4@8|~$~|wood in the hearth, I'll light the fire|~$~|108@16|~$~|as my thanks to you.	---
EMAJ1000.TOT	---	---	---	---	---	---	"It's useless to me if there's no fire 
104@8
in the hearth."	---	---	ןיא םא ירובע תלעות רסח הז|~$~|104@10|~$~|.חאב שא	---
EMAJ1000.TOT	---	---	---	---	---	---	The gold bar is melting! 	---	---	!סמנ בהזה ליטמ	---
EMAJ1000.TOT	---	---	---	---	---	---	"I won't need that mold from now 
140@8
on..."	---	---	...תאזה תינבתל קוקז אל רבכ ינא	---
EMAJ1000.TOT	---	---	---	---	---	---	"Excuse me WEEN, the joy of eating 
20@8
those strawberries went to my head. "	---	---	לש הליכאהמ החמשה ,ןיוו החילס|~$~|20@10|~$~|.שארל יל התלע הלאה םיתותה	---
EMAJ1000.TOT	---	---	---	---	---	---	"What do you want me to use my 
120@8
powers on?"	---	---	שמתשאש הצרת המ לע|~$~|120@10|~$~|?ייתוחוכב	---
EMAJ1000.TOT	---	---	---	---	---	---	"I can't do anything here. I'll try
120@8
elsewhere."	---	---	.רחא םוקמב הסנא .תושעל המ ןאכ ןיא	---
EMAJ1000.TOT	---	---	---	---	---	---	"What do you want me to use 
~~~
108@8
my powers on?"	---	---	שמתשאש הצרת המ לע|~~~|108@10|~$~|?ייתוחוכב	---
EMAJ1000.TOT	---	---	---	---	---	---	"I can't use my powers
~~~
104@8
in this place."	---	---	ייתוחוכב שמתשהל לוכי ינניא|~~~|104@10|~$~|.הזה םוקמב	---
EMAJ1000.TOT	---	---	---	---	---	---	Crystal ball	---	---	חלודב רודכ	---
EMAJ1000.TOT	---	---	---	---	---	---	Copper ball	---	---	תשוחנ רודכ	---
EMAJ1000.TOT	---	---	---	---	---	---	Tongs	---	---	םייחקלמ	---
EMAJ1000.TOT	---	---	---	---	---	---	Strawberry jam	---	---	םיתות תביר	---
EMAJ1000.TOT	---	---	---	---	---	---	---	---	---	---	---
EMAJ1000.TOT	---	---	---	---	---	---	---	---	---	---	---
EMAJ1000.TOT	---	---	---	---	---	---	Nothing happens!	---	---	!רבד הרוק אל	---
EMAJ1000.TOT	---	---	---	---	---	---	Foiled again!	---	---	!לבלובמ ינא	---
EMAJ1000.TOT	---	---	---	---	---	---	"That doesn't work. I'm getting
116@8
frustrated!"	---	---	ליחתמ ינא .דבוע אל הז|~$~|116@10|~$~|!שאייתהל	---
EMAJ1000.TOT	---	---	---	---	---	---	Cupboard	---	---	חבטמ ןורא	---
EMAJ1000.TOT	---	---	---	---	---	---	Cupboard door	---	---	חבטמ ןורא תלד	---
EMAJ1000.TOT	---	---	---	---	---	---	Gold	---	---	בהז	---
EMAJ1000.TOT	---	---	---	---	---	---	Fireplace	---	---	חא	---
EMAJ1000.TOT	---	---	---	---	---	---	Pot	---	---	דכ	---
EMAJ1000.TOT	---	---	---	---	---	---	"Here's a flute 
126@0
hand
162@0
made by the 
254@0
master.
12@8
I'll just get rid of this knife, I've 
60@16
got no more use for it..."	---	---	לילח הניה|~$~|126@0|~$~|די תדובע|~$~|162@0|~$~|.החמומ לש|~$~|12@10|~$~|ןיא ,וזה ןיכסהמ רטפא קר|~$~|60@20|~$~|...דוע הב ךרוצ יל	---
EMAJ1000.TOT	---	---	---	---	---	---	Here's the repaired instrument.	---	---	.ןקותמה לילחה הנה	---
EMAJ1000.TOT	---	---	---	---	---	---	"Here's something that will put a 
~~~
92@8
kingdom to sleep."	---	---	ביכשיש והשמ הנה|~~~|92@10|~$~|.ןושיל הכלממה תא	---
EMAJ1000.TOT	---	---	---	---	---	---	"I don't need this mold from now 
148@8
on."	---	---	.תאזה תינבתל קוקז אל רבכ ינא	---
EMAJ1000.TOT	---	---	---	---	---	---	"This wood is too hard, I can't do 
92@8
anything with it."	---	---	.םולכ ותיא תושעל לוכי אל ינא ,ידמ השק הזה ץעה	---
EMAJ1000.TOT	---	---	---	---	---	---	I'm not hungry at the moment.	---	---	.עגרכ בער אל ינא	---
EMAJ1000.TOT	---	---	---	---	---	---	Lard	---	---	ריזח ןמוש	---
EMAJ1000.TOT	---	---	---	---	---	---	Knife	---	---	ןיכס	---
EMAJ1000.TOT	---	---	---	---	---	---	Pots	---	---	םינקנק	---
EMAJ1000.TOT	---	---	---	---	---	---	"By my teeth! Disturbing me for
274@0
so   
48@8
little isn't worthy of WEEN."	---	---	ליבשב יל עירפהל !ייניש יח|~$~|274@0|~$~|ךכ לכ|~$~|48@10|~$~|.ןיוו ,הווש אל הז טעמ	---
EMAJ1000.TOT	---	---	---	---	---	---	"By the hair on my face 
200@0
, 
220@0
I can't do 
68@8
anything in this place!"	---	---	יל ןיא ,יינפ לעש רעישה יח|~$~|68@10|~$~|!הזה םוקמב תושעל המ	---
EMAJ1000.TOT	---	---	---	---	---	---	"Twisted claws! To the devil with
136@8
boors!"	---	---	יל ןיא ,יינפ לעש רעישה יח|~$~|136@10|~$~|!הזה םוקמב תושעל המ	---
EMAJ1000.TOT	---	---	---	---	---	---	"By the sacred tree! I won't put up with
104@8
you waking me!"	---	---	!םישודקה םיצעה םשב|~$~|!םינפ םושב ריעת אל יתוא	---
EMAJ1000.TOT	---	---	---	---	---	---	"Oh! Hunger rages! I haven't eaten
88@8
anything for ages!"	---	---	!בער יפקתה !וה|~$~|!בר ןמז הזמ רבד יתלכא אל	---
EMAJ1000.TOT	---	---	---	---	---	---	"By my tangled fur! There's still 
100@8
nothing to eat!"	---	---	!הכובסה יתוורפ יח|~$~|!לוכאל המ ןיא ןיידע	---
EMAJ1000.TOT	---	---	---	---	---	---	"Poor misled nostrils. There's nothing
52@8
to eat, you made a mistake."	---	---	.לזמ ירסח םייריחנ|~$~|.תועט םתישע ,לוכאל המ ןיא	---
EMAJ1000.TOT	---	---	---	---	---	---	"By my stomach! Another broken promise
120@8
of a meal."	---	---	!ינטב יח|~$~|.תבזכנ הדועס דוע	---
EMAJ1000.TOT	---	---	---	---	---	---	Hell's fire! Still no pudding!	---	---	!םונהיגה שא|~$~|!גנידופ ןיא ןיידע	---
EMAJ1000.TOT	---	---	---	---	---	---	"Well bless my boot! I'd give anything
100@8
for some fruit!"	---	---	!תורצה לכ םשב|~$~|!תוריפ המכ ןעמל השעא אל המ	---
EMAJ1000.TOT	---	---	---	---	---	---	"Wow! I feel merry when I hear the word
116@8
strawberry!"	---	---	!תות הלימה תא עמוש ינאשכ תוזילע שח ינא !ואוו	---
EMAJ1000.TOT	---	---	---	---	---	---	"Yum! Yum! Are my pearly teeth 
8@8
going to bite into my favorite fruit? "	---	---	ילש םינינפה יניש םאה !םאי !םאי|~$~|?יילע בוהאה ירפב סוגנל תוכלוה	---
EMAJ1000.TOT	---	---	---	---	---	---	"Iron and steel! I'm always ready for a 
100@8
delicious meal!"	---	---	ןכומ דימת ינא !הדלפו לזרב|~$~|!המיעט החוראל	---
EMAJ1000.TOT	---	---	---	---	---	---	"DING! DANG! DONG! I can hear the
~~~
92@8
dinner-time gong! "	---	---	!ןד !גנוד !גניד|~~~|!ןדנדמ ברעה תחורא ןומעפ תא עמוש ינא	---
EMAJ1000.TOT	---	---	---	---	---	---	"Woooowwwww! Strawberry fields... What
16@8
can I see? What can I feel? Ready at 
68@16
last for a proper meal. "	---	---	?האור ינא המ ...םיתות תודש !וווווווווא|~$~|.םיכלמ תחוראל ףוס ףוס ןכומ ?םירמוא ישוח המ	---
EMAJ1000.TOT	---	---	---	---	---	---	"Fiddle-de-dum! Fiddle-de-dee! Where
64@8
can the strawberries be?"	---	---	הפיא !םאטידיט !ידידיט|~$~|?םרא לש םיתותה	---
EMAJ1000.TOT	---	---	---	---	---	---	Urm	---	---	םרא	---
EMAJ1000.TOT	---	---	---	---	---	---	"Yummy! Strawberries! WEEN you're a 
20@8
brother. I'll give you some gold in 
124@16
exchange."	---	---	.חא התא ןיוו !םיתות !ימאי|~$~|.הרומתב בהז תצק ךל ןתא ינא	---
EMAJ1000.TOT	---	---	---	---	---	---	Nice ring!	---	---	!הפי תעבט	---
EMAJ1000.TOT	---	---	---	---	---	---	What a lovely copper ball! 	---	---	!הפהפי תשוחנ רודכ הזיא	---
EMAJ1000.TOT	---	---	---	---	---	---	"Curious. Both of us are curious. The 
4@8
ring on the ball! Let's see the result."	---	---	תעבטה .םינרקס ונינש .םינרקס|~$~|.האצותה תא הארנ אוב !רודכה לע	---
EMAJ1000.TOT	---	---	---	---	---	---	Magic!        	---	---	!םסק	---
EMAJ1000.TOT	---	---	---	---	---	---	Magic!         	---	---	!םסק	---
EMAJ1000.TOT	---	---	---	---	---	---	"Here's something to have fun with 
76@8
during the journey..."	---	---	ותיא עשעתשהל והשמ הניה|~$~|...עסמה ךלהמב	---
EMAJ1000.TOT	---	---	---	---	---	---	"By my teeth! That's a lovely fire in
112@8
your hearth! "	---	---	הפי שא וזיא !ייניש יח|~$~|!ךלש חאב	---
EMAJ1000.TOT	---	---	---	---	---	---	Not a chance!	---	---	!יוכיס ןיא	---
EMAJ1000.TOT	---	---	---	---	---	---	Bad idea...	---	---	...בוט ןויער אל	---
EMAJ1000.TOT	---	---	---	---	---	---	There's nothing to do.	---	---	.הז םע תושעל המ ןיא	---
EMAJ1000.TOT	---	---	---	---	---	---	Yet another waste of time...	---	---	...ןמז לש זובזב דוע	---
EMAJ1000.TOT	---	---	---	---	---	---	Cauldron	---	---	הרדק	---
EMAJ1000.TOT	---	---	---	---	---	---	URM appears at the sound of the flute.	---	---	.לילחה לילצל עיפומ םרא	---
EMAJ1000.TOT	---	---	---	---	---	---	What fine crystal!	---	---	!רחבומ לטסירק הזיא	---
EMAJ1000.TOT	---	---	---	---	---	---	"These vials are real works
~~~
132@8
of art."	---	---	תריצי םה הלאה םידכה|~~~|.תיתימא תונמוא	---
EMAJ1000.TOT	---	---	---	---	---	---	"This crystal is as clear as spring
136@8
water."	---	---	ףוקש הזה לטסירקה|~$~|.םימכ	---
EMAJ1000.TOT	---	---	---	---	---	---	"I can't do that. My mold is 
108@8
made of wood."	---	---	.הז תא תושעל לוכי אל ינא|~$~|.ץעמ היושע ילש תינבתה	---
EMAJ1000.TOT	---	---	---	---	---	---	No thanks. I'm not hungry yet.	---	---	.ןיידע בער אל ינא .הדות אל	---
EMAJ1000.TOT	---	---	---	---	---	---	"The gold has to be melted before it
~~~
48@8
can be poured into the mold."	---	---	בהזה תא ךיתהל שי|~~~|.תינבתה ךותל ותקיצי םרטב	---
EMAJ1000.TOT	---	---	---	---	---	---	"Saga on the love of DJEL and 
120@8
AZEULISSE. "	---	---	ל'גד לש םתבהא לע הדגא|~$~|.סילויזאו	---
EMAJ1000.TOT	---	---	---	---	---	---	Book	---	---	רפס	---
EMAJ1000.TOT	---	---	---	---	---	---	"This copper ball is magic. It 
20@8
changed itself, thanks to the ring."	---	---	.םסק אוה הזה תשוחנה רודכ|~$~|.תעבטל תודוה ,ומצע תא הניש אוה	---
EMAJ1000.TOT	---	---	---	---	---	---	"Show me what your problem is. I'll 
88@8
help you if I can."	---	---	ינא .היעבה המ יל הארת|~~~|.לוכי ינא םא ךל רוזעא	---
EMAJ1000.TOT	---	---	---	---	---	---	"I've got nothing to teach you on this
128@8
subject. "	---	---	אשונב ךתוא דמלל המ יל ןיא|~$~|.הזה	---
EMAJ1000.TOT	---	---	---	---	---	---	"This copper ball is magic. It can 
~~~
28@8
change itself with the aid of the 
~~~
96@16
sacred jewels..."	---	---	.םוסק תשוחנ רודכ והז|~~~|ומצע תא תונשל לוכי אוה|~~~|...םישדוקמה םיטישכתה תרזעב	---
EMAJ1000.TOT	---	---	---	---	---	---	"Play this instrument and URM, the 
~~~
64@8
vampire will join you..."	---	---	דפרעה ,םראו הזה לילחב ןגנת|~~~|...ךילא רובחי	---
EMAJ1000.TOT	---	---	---	---	---	---	"Is there anything else you want to 
140@8
know?"	---	---	ןיינועמ התאש והשמ דוע שי|~$~|?תעדל	---
EMAJ1000.TOT	---	---	---	---	---	---	"What can I make a flute of that
92@8
will attract URM?"	---	---	?םרא תא ךושמיש לילח רציימ ינא ךיא	---
EMAJ1000.TOT	---	---	---	---	---	---	It's one of the sacred jewels.	---	---	.םישודקה םיטישכתהמ דחא הז	---
EMAJ1000.TOT	---	---	---	---	---	---	"It's the portrait of OPALE, the
44@8
princess from Volcano Island."	---	---	הכיסנה ,לפוא לש ןקוידה הז|~$~|44@10|~$~|.שעגה רה יאמ	---
EMAJ1000.TOT	---	---	---	---	---	---	"Greetings noble WEEN, I am PETROY,
24@16
faithful friend to OHKRAM. I am to 
~~~
28@24
give you your grandfather's magic 
112@32
copper ball.   
28@40
Three magic jewels can change it.
12@48
My spirit is with you, call me if you 
56@56
have need of my knowledge.
24@64
One last thing, OHKRAM has tamed a 
~~~
28@72
vampire, URM. You can call him up 
~~~
30@80
with
74@80
a flute. His powers will be
12@88
indispensible to you. All you have to 
12@96
do is feed him fruit, which he loves, 
~~~
16@104
for him to help you with his powers."	---	---	,יורטפ ינא ,ליצאה ןיוו תוכרב|~$~|24@20|~$~|ןתא ינא .םהרקוא לש ןמאנ רבח|~~~|24@30|~$~|םוסקה תשוחנה רודכ תא ךל|~$~|112@40|~$~|.ךלש אבס לש|~$~|28@50|~$~|.ותוא תונשל תולוכי ןח ינבא שולש|~$~|12@60|~$~|םא יל ארק ,ךתיא ילש חורה|~$~|56@70|~$~|.ילש עדיל קקדזת|~$~|24@80|~$~|ףליא םהרקוא ,ןורחא רבד|~~~|28@90|~$~|ול אורקל לוכי התא .םרוא ,דפרע|~~~|30@100|~$~|םע|~$~|74@110|~$~|ויהי ויתוחוכ .לילח|~$~|12@120|~$~|תושעל ךילעש המ לכ .ךרובע םיינויח|~$~|12@130|~$~|,בהוא אוהש המ ,תוריפב ותוא ליכאהל הז|~~~|16@140|~$~|.ויתוחוכ םע ךל רוזעי אוהש ידכ	---
EMAJ1000.TOT	---	---	---	---	---	---	"If this object was whole it would allow
60@8
you to travel underwater."	---	---	היה אוה םלש היה הזה ץפחה םא|~$~|.םימל תחתמ עונל ךל רשפאמ	---
EMAJ1000.TOT	---	---	---	---	---	---	"This copper ball is magic. It can 
44@8
change itself with the aid of 
84@16
the magic jewels..."	---	---	.םוסק תשוחנ רודכ והז|~$~|ומצע תא תונשל לוכי אוה|~$~|...םישדוקמה םיטישכתה תרזעב	---
EMAJ1000.TOT	---	---	---	---	---	---	"Play this instrument and URM, the
64@8
vampire will join you..."	---	---	,םראו הזה לילחב ןגנת|~$~|...ךילא רובחי דפרעה	---
EMAJ1000.TOT	---	---	---	---	---	---	It's one of the sacred jewels...	---	---	...םישודקה םיטישכתהמ דחא הז	---
EMAJ1000.TOT	---	---	---	---	---	---	"It's one of the few languages I don't 
0@8
know. A special type of magic could help
96@16
you work it out."	---	---	אל ינאש תופשהמ תחא וז|~$~|0@10|~$~|לוכי דחוימ םסק לש גוס .ריכמ|~$~|96@20|~$~|.הז םע ךל רוזעל	---
EMAJ1000.TOT	---	---	---	---	---	---	---	---	---	---	---
EMAJ1001.TOT	---	---	---	---	---	---	---	---	---	---	---
EMAJ1001.TOT	---	---	---	---	---	---	---	---	---	---	---
EMAJ1001.TOT	---	---	---	---	---	---	No good!	---	---	!בוט אל	---
EMAJ1001.TOT	---	---	---	---	---	---	Foiled again!	---	---	!לבלובמ ינא	---
EMAJ1001.TOT	---	---	---	---	---	---	"It's not working. I'm getting
~~~
116@8
frustrated."	---	---	ליחתמ ינא .דבוע אל הז|~~~|.שאייתהל	---
EMAJ1001.TOT	---	---	---	---	---	---	"It's not giving way. I can't tear it
144@8
out."	---	---	.הז תא קרפל חילצמ אל ינא .קזח הז	---
EMAJ1001.TOT	---	---	---	---	---	---	"Here's the wood but my tongs are
16@8
broken. Never mind I don't need them
40@16
anymore. I'll throw them away."	---	---	ילש םייחקלמה לבא ץעה הניה|~$~|ןתוא ךירצ אל ינא בושח אל .ורבשנ|~$~|.ןתוא קורזא ינא .רתוי	---
EMAJ1001.TOT	---	---	---	---	---	---	Here's the repaired instrument. 	---	---	.ןקותמה לילחה הנה	---
EMAJ1001.TOT	---	---	---	---	---	---	---	---	---	---	---
EMAJ1001.TOT	---	---	---	---	---	---	Straw	---	---	שק	---
EMAJ1001.TOT	---	---	---	---	---	---	Reed	---	---	הנק	---
EMAJ1001.TOT	---	---	---	---	---	---	Guard rail	---	---	ןוחטיב הקעמ	---
EMAJ1001.TOT	---	---	---	---	---	---	Gold	---	---	בהז	---
EMAJ1001.TOT	---	---	---	---	---	---	"Here's a flute, hand-made by the master
310@0
.
8@8
I'll just get rid of this knife - I've 
68@16
got no more use for it."	---	---	החמומ לש די תדובע ,לילח הניה|~$~|.|~$~|ןיא - וזה ןיכסהמ רטפא קר|~$~|.דוע הב ךרוצ יל	---
EMAJ1001.TOT	---	---	---	---	---	---	"Here's something to send a kingdom to
136@8
sleep."	---	---	הכלממ חלשיש והשמ הניה|~$~|.ןושיל	---
EMAJ1001.TOT	---	---	---	---	---	---	I don't need this mold any more.	---	---	.רתוי תאזה תינבתה תא ךירצ אל ינא	---
EMAJ1001.TOT	---	---	---	---	---	---	"This wood is too hard. I can't do
92@8
anything with it."	---	---	.םולכ ותיא תושעל לוכי אל ינא .ידמ השק הזה ץעה	---
EMAJ1001.TOT	---	---	---	---	---	---	I'm not hungry at the moment.	---	---	.עגרכ בער אל ינא	---
EMAJ1001.TOT	---	---	---	---	---	---	My powers are useless in this place.	---	---	.הזה םוקמב תלעות ירסח ייתוחוכ	---
EMAJ1001.TOT	---	---	---	---	---	---	"I'm sorry WEEN, the pleasure of 
16@8
eating those strawberries went to my
140@16
head."	---	---	םיתותה תליכאבש גנועה ,ןיוו רעטצמ ינא|~$~|.שארל יל הלע הלאה	---
EMAJ1001.TOT	---	---	---	---	---	---	"Bah! I prefer strawberries but that'll
28@8
do. What do you want me to use my 
120@16
powers on?"	---	---	הז לבא םיתות ףידעמ ינא !עעב|~$~|שמתשאש הצרת המ לע .רדסב|~$~|?ילש תוחוכב	---
