FILE	INT	DAT	ALL	ANG	ESP	ITA	USA	NDL	KOR	ISR	IDE
MENU.CAT	---	IMPOSSIBLE FICHIER INEXISTANT !!!~~~~~~~	UNMÖGLICH ! DATEI EXISTIERT NICHT !!!~~~	IMPOSSIBLE - NON-EXISTENT FILE !!!~~~~~~	IMPOSIBLE, FICHERO INEXISTENTE !!!~~~~~~	IMPOSSIBILE ARCHIVIO NON TROVATO !!!~~~~	---	---	---	!!! םייק אל ץבוקה - רשפא יא	---
MENU.CAT	---	INSERER VOTRE DISQUETTE DE SAUVEGARDE~~~	DISKETTE FÜR SPEICHERUNG EINSCHIEBEN~~~~	INSERT YOUR SAVING DISK~~~~~~~~~~~~~~~~~	INSERTAR EL DISQUETE DE SALVAGUARDA~~~~~	INSERIRE IL DISCHETTO DI SALVATAGGIO~~~~	---	---	---	הרימשה ןוטילקת תא וסינכה	---
MENU.CAT	---	QUITTER LE JEU~~~~~~~~~~~~~~~~~~~~~~~~~~	AUS DEM SPIEL AUSSTEIGEN~~~~~~~~~~~~~~~~	QUIT THE GAME~~~~~~~~~~~~~~~~~~~~~~~~~~~	ABANDONAR JUEGO~~~~~~~~~~~~~~~~~~~~~~~~~	ABBANDONARE IL GIOCO~~~~~~~~~~~~~~~~~~~~	---	---	---	קחשמהמ האיצי	---
MENU.CAT	---	INSERER VOTRE DISQUETTE DE JEU~~~~~~~~~~	DISKETTE WEEN EINLEGEN~~~~~~~~~~~~~~~~~~	INSERT YOUR GAME DISK~~~~~~~~~~~~~~~~~~~	INSERTAR EL DISQUETE DE JUEGO~~~~~~~~~~~	INSERIRE IL DISCHETTO DEL GIOCO~~~~~~~~~	---	---	---	קחשמה ןוטילקת תא וסינכה	---
MENU.CAT	---	SAUVER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SPEICHERN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SAVE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SALVAGUARDA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SALVARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הרימש	---
MENU.CAT	---	CHARGER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	LADEN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	LOAD~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CARGAR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CARICARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הניעט	---
MENU.CAT	---	QUITTER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	AUSSTIEG~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	QUIT~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ABANDONAR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ABBANDONARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	האיצי	---
MENU.CAT	---	VERSION~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	?????~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	VERSION~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	VERSION~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	VERSIONE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הסרג	---
MENU.CAT	---	REPRENDRE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SEQUENZ NEU~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	PLAY AGAIN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	VOLVER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	RIGIOCARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	בוש קחשמ	---
MENU.CAT	---	TYPO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	TYP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FONT~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	TIPO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	TIPO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	ןפוג	---
MENU.CAT	---	MUSIQUE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MUSIK~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MUSIC~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MUSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MUSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הקיזומ	---
MENU.CAT	---	>MUSIQUE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>MUSIK~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>MUSIC~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>MUSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>MUSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הקיזומ>	---
MENU.CAT	---	AIDE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	HILFE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	HELP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	AYUDA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	AIUTO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הרזע	---
MENU.CAT	---	>AIDE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>HILFE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>HELP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>AYUDA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	>AIUTO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הרזע>	---
MENU.CAT	---	DATE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	DATUM~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	DATE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FECHA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	DATA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	ךיראת	---
MENU.CAT	---	UTILISER UN JOKER~~~~~~~~~~~~~~~~~~~~~~~	JOKER EINSETZEN~~~~~~~~~~~~~~~~~~~~~~~~~	USE JOKER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	UTILIZA COMODIN~~~~~~~~~~~~~~~~~~~~~~~~~	UTILIZZARE UN JOLLY~~~~~~~~~~~~~~~~~~~~~	---	---	---	ןצילב שומיש	---
MENU.CAT	---	QUITTER L'AIDE~~~~~~~~~~~~~~~~~~~~~~~~~~	HILFE VERWENDEN~~~~~~~~~~~~~~~~~~~~~~~~~	QUIT HELP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ABANDONAR AYUDA~~~~~~~~~~~~~~~~~~~~~~~~~	ABBANDONARE L'AIUTO~~~~~~~~~~~~~~~~~~~~~	---	---	---	הרזעמ האיצי	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
MENU.CAT	---	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	                                        	---
OBJET1.CAT	---	FRAISES~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ERDBEEREN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	STRAWBERRIES~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FRESAS~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FRAGOLE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	םיתות	---
OBJET1.CAT	---	COUTEAU~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MESSER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	KNIFE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CUCHILLO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	COLTELLO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	ןיכס	---
OBJET1.CAT	---	BOULE CUIVRE~~~~~~~~~~~~~~~~~~~~~~~~~~~~	KUPFERKUGEL~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	COPPER BALL~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	BOLA COBRE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	BOCCIA RAME~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	תשוחנ רודכ	---
OBJET1.CAT	---	PINCE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ZANGE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	TONGS~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	PINZA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CHELE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	תבצ	---
OBJET1.CAT	---	PINCE CASSEE~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ZANGE KAPUTT~~~~~~~~~~~~~~~~~~~~~~~~~~~~	BROKEN TONGS~~~~~~~~~~~~~~~~~~~~~~~~~~~~	PINZA ROTA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CHELE ROTTA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	רובש תבצ	---
OBJET1.CAT	---	CLEF EN OR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	GOLDSCHLÜSSEL~~~~~~~~~~~~~~~~~~~~~~~~~~~	GOLDEN KEY~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	LLAVE DE ORO~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CHIAVE D'ORO~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	בהזומ חתפמ	---
OBJET1.CAT	---	SAINDOUX~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SCHMALZ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	LARD~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MANTECA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	STRUTTO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	ןמוש	---
OBJET1.CAT	---	CHAUDRON~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	KESSEL~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CAULDRON~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CALDERO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	PAIOLO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	תחלק	---
OBJET1.CAT	---	FLUTE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FLÖTE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FLUTE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FLAUTA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FLAUTO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	לילח	---
OBJET1.CAT	---	OR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	GOLD~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	GOLD~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ORO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ORO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	בהז	---
OBJET1.CAT	---	ROSEAU~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SCHILFROHR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	REED~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CAñA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	GIUNCO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הנק	---
OBJET1.CAT	---	BOIS~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	HOLZ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	WOOD~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MADERA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	LEGNO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	ץע	---
OBJET1.CAT	---	PAILLE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	STROH~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	STRAW~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	PAJA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	PAGLIA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	שק	---
OBJET1.CAT	---	MOULE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	FORM~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MOLD~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	MOLDE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	STAMPO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	הנולבש	---
OBJET1.CAT	---	BAGUE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	RING~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	RING~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SORTIJA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ANELLO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	תעבט	---
OBJET1.CAT	---	TABLETTE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	PLATTE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	TABLET~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	TABLILLA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	TAVOLETTA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	חול	---
OBJET1.CAT	---	1/2 STATUETTE~~~~~~~~~~~~~~~~~~~~~~~~~~~	FISCHFIGUR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	HALF-STATUE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	1/2 ESTATUILLA~~~~~~~~~~~~~~~~~~~~~~~~~~	1/2STATUETTA ~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	לספ-יצח	---
OBJET1.CAT	---	AXE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ACHSE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	BOLT~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	EJE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	ASSE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	חירב	---
OBJET1.CAT	---	CLEF~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	SCHLÜSSEL~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	KEY~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	LLAVE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	CHIAVE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	---	---	---	חתפמ	---
