FILE	INT	DAT	ALL	ANG	ESP	ITA	USA	NDL	KOR	ISR	IDE
GOB11.TOT	"---"	"ALORS on trouve toujours le moyen
\x1a\x00\x09\x00de glander? Je t'ai à l'oeil moi! "	"wer will findet also immer ne gelegen-
~~~
\x06\x00\x09\x00heit zum gammeln! hab dich im visier!!"	"you still hanging around? i've got  
~~~
\x66\x00\x09\x00my eye on you!"	"siempre consigues no dar golpe.
~~~
\x22\x00\x09\x00pero yo te tengo el ojo encima!"	"allora, si trova sempre il tempo di 
\x12\x00\x09\x00gironzolare? ti tengo d'occhio, io!"	"Are you still hanging around?  
\x3e\x00\x09\x00i've got my eye on you!"	"---"	"---"	"םש ינא ?הפ בבותסמ ןיידע התא
~~~
\x00\x00\x0a\x00!ךילע ןיע"	"---"
GOB11.TOT	"---"	"C'est trop risqué! il faudrait 
~~~
\x4a\x00\x09\x00l'effrayer davantage."	"das ist zu gefährlich! dem müssen
~~~
\x32\x00\x09\x00wir richtig angst einjagen!    "	"too risky! we'll have 
\x4e\x00\x09\x00to scare him more..."	"demasiado arriesgado. hay
~~~
\x56\x00\x09\x00que asustarlo más."	"è troppo rischioso!
\x1e\x00\x09\x00bisognerebbe spaventarlo di più!"	"too risky! we'll have 
\x3e\x00\x09\x00to scare him some more..."	"---"	"---"	"ךרטצנ !ידמ ןכוסמ הז
\x00\x00\x0a\x00...רתוי ותוא דיחפהל"	"---"
GOB11.TOT	"---"	"Ce gugusse est encore trop vigilant!
~~~
\x1a\x00\x09\x00il faudrait l'occuper ailleurs..."	"der heini ist immer noch zu wachsam -
~~~
\x0e\x00\x09\x00den Müssten wir anders beschäftigen!"	"this guy is too vigilant.
\x2a\x00\x09\x00we'll occupy him elsewhere..."	"¡éste pazguato desconfía demasiado!  
~~~
\x1a\x00\x09\x00habría que distraerlo con algo..."	"q
\x21\x00\x01\x00uesto pagliaccio è ancora troppo
~~~
\x0e\x00\x09\x00all'erta! bisognerebbe distrarlo ..."	"this guy is too vigilant.
\x2a\x00\x09\x00we'll occupy him elsewhere..."	"---"	"---"	".ידמ ינריע הזה רוחבה
\x00\x00\x0a\x00...רחא םוקמב ותוא קיסענ"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB11.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"halte-là démon!
\x4a\x00\x09\x00rends-nous le prince!"	"halt! stillgestanden, dämon!
~~~
\x2e\x00\x09\x00rück uns den prinzen raus!!!"	"hold it, demon!
\x3d\x00\x09\x00give us back the 
\xc7\x00\x09\x00prince!"	"¡alto ahí demonio!
~~~
\x3a\x00\x09\x00¡devuélvenos al príncipe!"	"fermati brutto demonio!
\x4e\x00\x09\x00rendici il principe!"	"hold it, demon!
\x3d\x00\x09\x00give us back the 
\xc7\x00\x09\x00prince!"	"---"	"---"	"!דש ,עגר הכח
\x00\x00\x0a\x00!ךיסנה תא ונל ריזחת"	"---"
GOB22.TOT	"---"	"jamais! par votre faute je me retrouve
\x1a\x00\x09\x00ici enfermé au royaume des morts!"	"N
\x06\x00\x01\x00iemals! durch eure schuld bin ich hier
~~~
\x2e\x00\x09\x00im reich der toten gefangen!"	"never! it's your fault I'm here
\x3e\x00\x09\x00in the kingdom of death!"	"¡jamás! por vuestro culpa heme aquí
~~~
\x0a\x00\x09\x00encerrado en el reino de los muertos!"	"mai! è colpa vostra se mi ritrovo 
\x26\x00\x09\x00rinchiuso nel regno dei morti!"	"never! it's your fault I'm here in the
\x1a\x00\x09\x00in the kingdom of gloom and doom!"	"---"	"---"	"םכתמשא תאז !אל םלועל
\x00\x00\x0a\x00!תוומה תכלממב ינאש"	"---"
GOB22.TOT	"---"	"hé l'affreux, c'est moins accueillant
\x22\x00\x09\x00ici que là-bas au château hein?"	"he, du ekel! ist weniger komfortabel 
~~~
\x06\x00\x09\x00als unten im schloss, was meinst du?!?"	"hey, ugly, it's less friendly here
\x36\x00\x09\x00than up in the castle, no?"	"¡he, adefesio, es menos acogedor aquí
~~~
\x2e\x00\x09\x00que allá en el castillo, no?"	"i tipaccio,si sta meno bene
\x1e\x00\x09\x00qua che laggiù nel castello, eh?"	"hey ugly, you don't have it as good
\x2e\x00\x09\x00as up in the castle, do you?"	"---"	"---"	"הפ יתודידי תוחפ ,רעוכמ ,ייה
\x00\x00\x0a\x00?ןכ אל ,הריטב הלעמל םש רשאמ"	"---"
GOB22.TOT	"---"	"attends un peu que je t'attrape
\x1a\x00\x09\x00avorton, et je te tordrai le cou!"	"wart nur, wenn ich dich schnappe, du
~~~
\x02\x00\x09\x00missgeburt, dann dreh ich dir'n hals um"	"you just wait until i catch you,
\x6a\x00\x09\x00little creep!"	"¡espero que te coja, mal nacido,
\x3a\x00\x09\x00y te troncharé el cuello!"	"stai attento che ti acchiappo, 
\x2a\x00\x09\x00microbo, e ti torco il collo!"	"you just wait until i catch you,
\x5a\x00\x09\x00you little creep!"	"---"	"---"	",ךתוא סופתא ינאש הכחת טושפ
\x00\x00\x0a\x00!ןטק ץרש"	"---"
GOB22.TOT	"---"	"Amoniak"	"Amoniak"	"Amoniak"	"Amoniak"	"Amoniak"	"Amoniak"	"---"	"---"	"קאינומא"	"---"
GOB22.TOT	"---"	"Dents"	"Zähne"	"Teeth"	"Dientes"	"Denti"	"Teeth"	"---"	"---"	"םייניש"	"---"
GOB22.TOT	"---"	"Souris"	"Maus"	"Mouse"	"Ratón"	"Topo"	"Mouse"	"---"	"---"	"רבכע"	"---"
GOB22.TOT	"---"	"Rocher"	"Fels"	"Rock"	"Roca"	"Roccia"	"Rock"	"---"	"---"	"ןבא"	"---"
GOB22.TOT	"---"	"Boue"	"Lehm"	"Mud"	"Lodo"	"Fango"	"Mud"	"---"	"---"	"ץוב"	"---"
GOB22.TOT	"---"	"Crocodile"	"Krokodil"	"Crocodile"	"Cocodrilo"	"Coccodrillo"	"Crocodile"	"---"	"---"	"ןינת"	"---"
GOB22.TOT	"---"	"à la bonne heure! nous avons repris le
\x0e\x00\x09\x00prince! adieu! je ne vous salue pas!"	"geschafft! wir haben den prinzen! auf
~~~
\x06\x00\x09\x00nimmerwiedersehn!euch grÜss ich nicht!"	"see you! we've rescued the prince.
\x56\x00\x09\x00Bye! we must rush!"	"¡enhorabuena! ¡hemos recuperado al
~~~
\x1e\x00\x09\x00princípe! ¡adios! ¡no le saludo!"	"alla buon'ora! abbiamo ripreso il
\x22\x00\x09\x00principe! addio! non vi saluto!"	"bye now! we've rescued the prince.
\x1e\x00\x09\x00see you later! we have to hurry!"	"---"	"---"	".ךיסנה תא ונלצה !הארתנ
\x00\x00\x0a\x00!ץורל םיבייח !תוארתהל"	"---"
GOB22.TOT	"---"	"Poignée"	"Türgriff"	"Handle"	"Picaporte"	"Maniglia"	"Handle"	"---"	"---"	"תידי"	"---"
GOB22.TOT	"---"	"Eponge"	"Schwamm"	"Sponge"	"Esponja"	"Spugna"	"Sponge"	"---"	"---"	"גופס"	"---"
GOB22.TOT	"---"	"crois-tu pouvoir sortir d'ici? nenni!
\x2a\x00\x09\x00c'est là ma vengeance ultime!"	"du meinst vielleicht, du kämst hier  
~~~
\x02\x00\x09\x00wieder raus! vergiss es!ist meine rache"	"you think you can escape from here,
\x06\x00\x09\x00not a chance. That's my final revenge!"	"¿crees poder salir de aquí? ¡nada!
~~~
\x46\x00\x09\x00¡es mi venganza final!"	"credi di poter uscire da qui? eh no!
\x2e\x00\x09\x00ecco la mia ultima vendetta!"	"you think you can escape from here?
\x01\x00\x09\x00not a chance! that is my final revenge
\x33\x01\x09\x00!"	"---"	"---"	",ינממ חורבל וחילצתש םיבשוח םתא
\x00\x00\x0a\x00!תיפוסה יתמקנ תאז .יוכיס ןיא"	"---"
GOB22.TOT	"---"	"pas enchanté de t'avoir connu carnaval!
\x2e\x00\x09\x00maintenant on s'en va! ciao!"	"kein vergnügen, dich zu kennen,carnaval
~~~
\x02\x00\x09\x00tschau! machen wir, dass wir wegkommen!"	"it wasn't really a pleasure, carnival!
\x72\x00\x09\x00so bye-bye!"	"¡no estoy encantado de haberte conoci-
\x02\x00\x09\x00do, carnaval! ¡y ahora nos vamos, chao!"	"per niente lieto di averti conosciuto,
\x0f\x00\x09\x00paglia
\x3d\x00\x09\x00ccio! adesso andiamo via! ciao"	"it's been a real pleasure, slimeball,
\x30\x00\x09\x00but we have to go! bye-bye!"	"---"	"---"	"!לבינרק ,גונעת שממ היה אל הז
\x00\x00\x0a\x00!ייב ייב זא"	"---"
GOB22.TOT	"---"	"ah oui? tu pars vermine? illusion!
\x0e\x00\x09\x00comme moi tu es bloqué ici à jamais!"	"ach so, weg willste, du wanze! irrtum!
~~~
\x12\x00\x09\x00hier steckste so fest wie ich auch!  "	"oh? so you're off? not a chance
\x16\x01\x01\x00!
\x16\x00\x09\x00you're stuck here forever like me!"	"¿ah sí? ¿te vas inmundo? ¡como yo
~~~
\x17\x00\x09\x00estás aquí bloqueado para 
\xe5\x00\x09\x00siempre!"	"ah sì! parti microbo! illusione! come
\x06\x00\x09\x00me sei bloccato qui dentro per sempre!"	"oh...? so you're off, eh? think again!
\x16\x00\x09\x00you're stuck here forever like me!"	"---"	"---"	"!יוכיס ןיא ?םיכלוה םתא ?המ
\x00\x00\x0a\x00!ינומכ חצנל הפ םיעוקת םתא"	"---"
GOB22.TOT	"---"	"Prince Bouffon "	"Narrenprinz "	"Prince Buffoon "	"Príncipe Bufón "	"Principe Buffone"	"Prince Buffoon "	"---"	"---"	"ןויקומ ךיסנה"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"Fingus"	"Fingus"	"Fingus"	"Fingus"	"Fingus"	"Fingus"	"---"	"---"	"סוגניפ"	"---"
GOB22.TOT	"---"	"Winkle"	"Winkle"	"Winkle"	"Winkle"	"Winkle"	"Winkle"	"---"	"---"	"לקניוו"	"---"
GOB22.TOT	"---"	"!!!"	"!!!"	"!!!"	"!!!"	"!!!"	"!!!"	"---"	"---"	"!!!"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
GOB22.TOT	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"	"---"
