FILE	INT	DAT	ALL	ANG	ESP	ITA	USA	NDL	KOR	ISR	IDE
MENUSPE.CAT	"---"	"IMPOSSIBLE FICHIER INEXISTANT !!!~~~~~~~"	"UNMÖGLICH ! DATEI EXISTIERT NICHT !!!~~~"	"IMPOSSIBLE - NON-EXISTENT FILE!!!~~~~~~~"	"¡¡¡IMPOSIBLE, FICHERO INEXISTENTE!!!~~~~"	"IMPOSSIBILE ARCHIVIO NON TROVATO !!!~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"!!!םייק אל ץבוק - ירשפא יתלב~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"INSÉRER VOTRE DISQUETTE DE SAUVEGARDE~~~"	"DISKETTE FÜR SPEICHERUNG EINSCHIEBEN~~~~"	"INSERT YOUR SAVING DISK~~~~~~~~~~~~~~~~~"	"INSERTAR SU DISQUETA DE SALVAGUARDIA~~~~"	"INSERIRE IL DISCHETTO DI SALVATAGGIO~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הרימשל קסיד וסינכה~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"QUITTER LE JEU?~~~~~~~~~~~~~~~~~~~~~~~~~"	"AUS DEM SPIEL AUSSTEIGEN?~~~~~~~~~~~~~~~"	"QUIT THE GAME?~~~~~~~~~~~~~~~~~~~~~~~~~~"	"¿SALIR DEL JUEGO?~~~~~~~~~~~~~~~~~~~~~~~"	"ABBANDONARE IL GIOCO?~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"?קחשמהמ האיצי~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"INSÉRER VOTRE DISQUETTE DE JEU~~~~~~~~~~"	"DISKETTE MIT DEM SPIEL EINLEGEN~~~~~~~~~"	"INSERT YOUR GAME DISK~~~~~~~~~~~~~~~~~~~"	"INSERTAR SU DISQUETA DE JUEGO~~~~~~~~~~~"	"INSERIRE IL DISCHETTO DEL GIOCO~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"קחשמה קסיד תא וסינכה~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"SAUVER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SPEICHERN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SAVE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SALVAR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SALVARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הרימש~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"CHARGER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"LADEN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"LOAD~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"CARGAR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"CARICARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הניעט~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"QUITTER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"AUSSTIEG~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"QUIT~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SALIR~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"ABBANDONARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"האיצי~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"VERSION~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"VERSION~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"VERSION~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"VERSIóN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"VERSIONE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הסרג~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"REPRENDRE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SEQUENZ NEU~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"PLAY AGAIN~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"VOLVER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"RIGIOCARE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"בוש וקחש~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"TYPO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"TEXT~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"FONT~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"TIPO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"TIPO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"ןפוג~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"MUSIQUE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"MUSIK~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"MUSIC~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"MúSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"MUSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הקיזומ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	">MUSIQUE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">MUSIK~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">MUSIC~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">MúSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">MUSICA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הקיזומ>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"AIDE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"HILFE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"HELP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"AYUDA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"AIUTO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הרזע~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	">AIDE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">HILFE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">HELP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">AYUDA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	">AIUTO~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הרזע>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"DATE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"DATUM~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"DATE~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"FECHA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"DATA~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"ךיראת~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"UTILISER UN JOKER~~~~~~~~~~~~~~~~~~~~~~~"	"JOKER VERWENDEN~~~~~~~~~~~~~~~~~~~~~~~~~"	"USE JOKER~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"UTILIZAR UN JOKER~~~~~~~~~~~~~~~~~~~~~~~"	"UTILIZZARE UN JOLLY~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"רקו'גב שומיש~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"QUITTER L'AIDE~~~~~~~~~~~~~~~~~~~~~~~~~~"	"HILFE VERLASSEN~~~~~~~~~~~~~~~~~~~~~~~~~"	"QUIT HELP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SALIR DE LA AYUDA~~~~~~~~~~~~~~~~~~~~~~~"	"LASCIARE L'AIUTO~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"הרזעמ האיצי~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"CHOIX DES CARACTæRES~~~~~~~~~~~~~~~~~~~~"	"WAHL SCHRIFTTYP~~~~~~~~~~~~~~~~~~~~~~~~~"	"FONT CHOICES~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"SELECCIóN DEL TIPO~~~~~~~~~~~~~~~~~~~~~~"	"SCELTA DEL FONT~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"ןפוג תוריחב~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"txt 1~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"txt 2~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
MENUSPE.CAT	"---"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"	"---"
